"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","ps001","ps002","ps003","ps004","ps005","ps006","ps007","ps008","ps009","ps010","ps011","ps012","ps013","ps014","ps015","ps016","ps017","ps018","ps019","ps020","ps021","ps022","ps023","ps024","ps025","ps026","ps027","ps028","ps029","ps030","ps031","ps032","ps033","ps034","ps035","ps036","ps037","ps038","ps039"
"129","Finalizadas","4 junho 2014  21:17","4 junho 2014  21:28","10 minutos 59 segundos","Sim","37","Feminino","Ensino Superior Completo","União Estável",NA,"Licenciatura em Letras Portugues/Ingles","Professor (a)",NA,"Escola Estadual Stella Abrantes","2","Católica",NA,"Não","Sim","Comunidade",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","3","4","3","2","2","2","3","2","1","3","3","2","3","5","3","2","2","2","4","4","3","2","2","2","2","2","2","4","4","2","3","5","4","3","3","3","2","2","2"
"130","Finalizadas","4 junho 2014  21:17","4 junho 2014  21:34","17 minutos 15 segundos","Sim","42 anos","Feminino","Pós-graduação","Casado (a)",NA,NA,"Professor (a)",NA,NA,"19 anos","Católica",NA,"Sim","Não",NA,"Diretamente não.","Identificação profissional com o tema.",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Às vezes","Sim, considero","Não","4","5","4","4","4","4","4","3","1","3","2","5","4","5","3","2","4","4","5","4","1","4","2","4","4","3","2","4","4","4","4","4","2","4","3","4","2","1","4"
"131","Finalizadas","4 junho 2014  21:19","4 junho 2014  21:35","16 minutos 21 segundos","Sim","37","Feminino","Ensino Superior Completo","Casado (a)",NA,"pedagogia","Orientador (a)",NA,NA,"11","Católica",NA,"Sim","Sim","Família","escola, comunidade","Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Pouco importante 

 ",NA,"Às vezes","Sim, considero","Sim","3","4","3","2","3","2","3","2","2","4","2","2","2","4","2","2","4","2","4","3","2","4","2","2","2","2","2","4","4","3","4","3","3","3","3","3","2","2","3"
"132","Finalizadas","4 junho 2014  21:19","10 junho 2014  08:07","5 dias 10 horas","Sim","27 anos","Feminino","Ensino Superior Completo","Casado (a)",NA,"Letras-Português/Inglês","Professor (a)",NA,"Professora Sala de Recursos-AEE-Atendimento Educacional Especializado","6 meses","Evangélica",NA,"Sim","Não",NA,NA,"Identificação profissional com o tema.",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Às vezes","Sim, considero","Sim","2","5","4","1","4","2","3","1","1","4","1","1","5","5","5","1","3","2","5","1","1","4","1","1","1","1","1","5","5","2","5","5","4","4","4","2","1","1","2"
"133","Finalizadas","4 junho 2014  21:19","4 junho 2014  21:33","13 minutos 28 segundos","Sim","44","Feminino","Pós-graduação","Divorciado (a)",NA,"ASSISTENTE SOCIAL","Professor (a)","ASSISTENTE SOCIAL","PROFESSORA DE FILOSOFIA E SOCIOLOGIA","01","Espírita",NA,"Sim","Sim","Serviços de atuação",NA,"Identificação profissional com o tema.",NA,"Muito adequado","Muito flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Sim","3","4","4","2","4",NA,"3","2","2","4","2","2","3",NA,"2","2","4","2","4","4","2","4","2","2","3","2","2","4","5","4","4","5","4","4","3","3",NA,"1","3"
"134","Finalizadas","4 junho 2014  21:21","4 junho 2014  23:15","1 hora 54 minutos","Sim","29","Feminino","Pós-graduação","Solteiro (a)",NA,"Bacharelado em Enfermagem","Professor (a)",NA,"Colégio Estadual Professora Elzira Corrêa de Sá","3","Católica",NA,"Sim","Sim","Serviços de saúde",NA,"Por ser um curso à distância 

 ",NA,"Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Não","2","3","2","3","2","3","2","2","2","3","2","1","4","5","3","1","2","3","4","2","3","4","2","3","2","2","1","5","4","3","4","5","4","4","5","2","1","2","1"
"135","Finalizadas","4 junho 2014  21:23","5 junho 2014  17:13","19 horas 50 minutos","Sim","25 anos","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Licenciatura Plena Pedagogia","Outros","Interprete de Libras","EscolaEstadual Esperança","3anos","Católica",NA,"Sim","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","2","3","4","2","3","3","4","2","2","4","1","2","3","4","2","2","4","3","4","2","2","4","2","2","2","2","2","4","4","4","2","4","3","4","4","4","2","2","2"
"136","Finalizadas","4 junho 2014  21:25","4 junho 2014  21:34","8 minutos 42 segundos","Sim","35","Feminino","Pós-graduação","Casado (a)",NA,"Pós graduanda","Professor (a)",NA,"Professora de educação artística","11","Católica",NA,"Não","Sim","Família",NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","3","2","4","2","4","3","3","4","2","3","3","3","2","4","2","2","3","3","4","4","2","4","2","2","2",NA,"2","4","3","3","3","4","3","4","3","3","2","2","2"
"137","Finalizadas","4 junho 2014  21:26","4 junho 2014  21:44","17 minutos 33 segundos","Sim","39","Feminino","Pós-graduação","Divorciado (a)","divorciada","letras/português/inglês","Professor (a)","professora","professora","10","Evangélica","nemhuma","Sim","Sim","Escola","comunidade","Identificação profissional com o tema.","por ser um curso á distancia","Adequado 

 ","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","2","4","2","3","1","2","2","2","4","2","1","4","5","2","1","3","4","4","4","1","4","1","2","2","1","3","5","3","3","4","4","4","4","4","3","2","2","2"
"138","Finalizadas","4 junho 2014  21:27","9 junho 2014  08:14","4 dias 10 horas","Sim","46","Feminino","Pós-graduação","Casado (a)","Vide anterior.","Pedagogia.","Coordenador (a) Pedagógico","Vide anterior.","Coordenação pedagógica e assessoria pedagógica.","29","Católica","Vide anterior.","Sim","Não","Outros","Valorização da vida; prevenção; encontro familiar cristão.","Por ser uma oportunidade de formação continuada. 

 ","Subsídio para atuar na valorização da vida e prevenção na escola.","Adequado 

 ","Flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","2","2","2","4","4","2","4","2","2","4","2","2","4","4","3","4","4","4","4","3","4","2","2","3"
"139","Finalizadas","4 junho 2014  21:30","4 junho 2014  21:38","7 minutos 26 segundos","Sim","8","Feminino","Pós-graduação","Casado (a)",NA,"pedagogia","Coordenador (a) Pedagógico",NA,"pedagoga","8","Católica",NA,"Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Flexível","Importante 

 ",NA,"Sempre","Sim, considero","Não","3","3","3","2","2","2","2","2","3","3","3","2","3","4","3","3","3","3","3","2","1","2","1","1","2","1","1","4","4","2","3","4","3","5","3","2","1","1","2"
"140","Finalizadas","4 junho 2014  21:31","5 junho 2014  09:45","12 horas 13 minutos","Sim","25","Masculino","Ensino Superior Completo","Casado (a)","NENHUM OUTRO","LETRAS","Professor (a)","NENHUMA OUTRA","ESCOLA ESTADUAL","7","Evangélica","CRISTÃO","Sim","Sim","Família","COMUNIDAE","Para aquisição de conhecimento na área","POR SER UMA OPORTUNIDADE DE FORMAÇÃO CONTINUADA","Muito adequado","Flexível","Importante 

 ","Muito organizado","Sempre","Sim, considero","Sim","3","2","3","5","3","4","3","3","2","2","2","2","3","4","4","2","3","2","4","3","2","3","2","2","2","2","2","4","4","3","3","2","3","2","3","3","3","2","2"
"141","Finalizadas","4 junho 2014  21:38","9 junho 2014  15:47","4 dias 18 horas","Sim","31","Feminino","Pós-graduação","Solteiro (a)","Não.","Letras - Português e Inglês","Professor (a)","Não tenho.","Educação","7","Católica","Não.","Sim","Sim","Amigos","Família.","Identificação profissional com o tema.","Pessoal e familiar.","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Sim","2","4","2","2","3","3","3","3","2","3","2","2","3","4","2","2","3","2","4","3","3","3","3","3","3","2","2","4","4","2","4","4","3","4","3","3","2","2","3"
"142","Finalizadas","4 junho 2014  21:39","15 junho 2014  15:52","10 dias 18 horas","Sim","48","Feminino","Ensino Superior Incompleto","Casado (a)","não","Pedagogia","Estudante","ATB","secretaria","3","Evangélica","não","Não","Sim","Família","não","Identificação pessoal com o tema","não","Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","4","3","3","4","4","4","2","4","4","2","2","2","4","2","2","2","2","5","4","1","2","1","2","2","2","4","4","4","4","4","4","2","2","4","2","2","2","2"
"143","Finalizadas","4 junho 2014  21:40","14 junho 2014  16:29","9 dias 18 horas","Sim","32 anos","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia e Geografia","Professor (a)",NA,"APAE Bruno Ferreira Rodrigues","12 anos","Evangélica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","2","4","4","2","4","4","2","2","2","4","2","2","4","5","5","2","4","2","4","4","2","4","2","2","2","2","2","4","4","2","4","4","4","2","4","2","1","1","2"
"144","Finalizadas","4 junho 2014  21:42","4 junho 2014  21:55","13 minutos 28 segundos","Sim","34","Feminino","Ensino Superior Completo","Casado (a)",NA,"Pedagogia Licenciatura Plena","Coordenador (a) Pedagógico",NA,"Centro Infantil Barra  Alegre","3","Evangélica",NA,"Não","Sim","Família",NA,"Identificação pessoal com o tema",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Não","2","2","4","4","4","4","4","1","1","4","4","2","4","4","2","1","4","2","5","2","1","4","1","3","2","2","1","5","5","4","4","4","4","4","4","4","1","1","1"
"145","Finalizadas","4 junho 2014  21:42","4 junho 2014  22:10","27 minutos 41 segundos","Não","56 anos","Feminino","Pós-graduação","Casado (a)",NA,"Professora de matemática do 1º  e 2º graus.","Professor (a)",NA,"Professora do AEE para o pensamento lógico matemático na E. M. Odilon Custódio Pereira.","35 anos","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Sim","3","4","4","1","1","1","2","2","1","4","3","2","1","4","4","2","4","3","4","4","2","5","3","3","2","3","2","4","3","3","3","3","3","4","3","3","2","3","3"
"146","Finalizadas","4 junho 2014  21:46","10 junho 2014  10:51","5 dias 13 horas","Sim","47","Feminino","Pós-graduação","Divorciado (a)","União estável","Mestrado completo","Coordenador (a) Pedagógico","Formador do Pato","SE","20","Católica","Ecumênica","Sim","Não","Outros","Escola","Por ser uma oportunidade de formação continuada. 

 ","formação continuada","Muito adequado","Pouco flexível","Importante 

 ","Organizado","Às vezes","Sim, considero","Sim","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","2","3","2","4","2","3","3","2","2","3","2","2","4","4","2","4","4","3","4","3","3","2","1","2"
"147","Finalizadas","4 junho 2014  21:46","9 junho 2014  19:09","4 dias 21 horas","Sim","47","Feminino","Pós-graduação","Divorciado (a)","Não tenho outro","Pedagogia","Professor (a)","Não tenho outra ocupação","Apae","20","Católica","não tenho outra religião","Não","Sim","Família","não tenho outros","Por ser uma oportunidade de formação continuada. 

 ","não tenho outro motivo","Adequado 

 ","Muito flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","4","2","3","4","2","1","1","1","1","5","4","2","4","4","4","4","4","2","2","2","2"
"148","Finalizadas","4 junho 2014  21:47","4 junho 2014  21:55","8 minutos 2 segundos","Sim","23","Feminino","Ensino Superior Completo","Casado (a)",NA,"Licenciada e Bacharel em Química","Professor (a)",NA,NA,"3","Católica",NA,"Sim","Sim","Comunidade",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Pouco flexível","Importante 

 ","Muito organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Sim","2","3","1","3","2","2","2","1","1","1","1","1","1","5","3","1","4","1","5","2","3","2","1","1","1","1","1","5","5","1","4","5","3","5","5","2","2","1","1"
"149","Finalizadas","4 junho 2014  21:48","4 junho 2014  22:30","42 minutos 42 segundos","Sim","38","Feminino","Ensino Superior Completo","Casado (a)","não","Ciências Biologicas","Professor (a)","não","Professora de Ciências","0","Católica","não","Sim","Sim","Família","comunidade","Identificação profissional com o tema.","Por ser uma oportunidade de formação continua","Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","4","4","1","4","5","5","3","3","5","4","3","1","4","1","4","1","2","2","5","1","2","1","2","4","1","2","1","4","5","3","4","5","5","3","4","2","1","2","1"
"150","Finalizadas","4 junho 2014  21:49","4 junho 2014  22:13","23 minutos 33 segundos","Sim","51","Feminino","Pós-graduação","Casado (a)","Não","Licenciatura em Educação Física e Pós Graduação em Educação Infantil","Professor (a)","Não","Escola Estadual Major Luiz Zerbini","28","Católica","Não","Não","Não","Outros","Não","Para aquisição de conhecimento na área","Por ser uma oportunidade de formação continuada","Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","3","3","4","3","4","3","2","3","2","4","2","2","2","4","4","3","3","4","4","4","2","4","3","2","3","3","2","4","2","4","3","3","2","3","3","3","2","2","4"
"151","Finalizadas","4 junho 2014  21:59","4 junho 2014  22:08","9 minutos 34 segundos","Sim","42","Feminino","Pós-graduação","Casado (a)","casada","Licenciatura e Bacharel em Química; Mestre em Química Orgânica","Professor (a)","professor","Colégio Militar de Juiz de Fora","18","Católica","Espírita","Não","Sim","Comunidade","Escola","Por ser uma oportunidade de formação continuada. 

 ","Identificação com o tema","Adequado 

 ","Pouco flexível","Importante 

 ","Organizado","Às vezes","Não, não considero","Não","3","4","4","3","4","3","3","2","2","2","2","4","3","5","2","3","4","2","5","3","3","4","2","2","3","2","2","4","4","3","4","2","1","3","3","4","2","3","3"
"152","Finalizadas","4 junho 2014  22:00","4 junho 2014  22:13","13 minutos 25 segundos","Sim","31","Feminino","Ensino Médio Completo","Divorciado (a)",NA,"Policial Militar Instrutora do Proerd","Outros","Policial Militar Instrutora do Proerd","Aulas do Proerd","5","Outras","Eu era evangélica, atualmente faço minhas orações em casa","Não","Sim","Serviços de atuação","Todas os locais","Identificação profissional com o tema.","Aperfeiçoar mais no assunto","Adequado 

 ","Flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","3","4","4","3","4","3","3","3","1","4","2","4","1","4","2","2","4","3","4","3","2","2","2","2","4","3","1","4","4","4","4","4","3","2","3","3","2","1","3"
"153","Finalizadas","4 junho 2014  22:01","5 junho 2014  20:40","22 horas 39 minutos","Sim","36","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Matemática","Professor (a)",NA,"Professor de Educação Básica","12","Católica",NA,"Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada. 

 ",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero","Não","3","4","4","3","2","2","3","3","2","3","3","3","4","4","2","2","4","2","3","3","2","3","2","3","4","4","2","4","4","3","4","4","3","4","3","4","2","2","3"
"154","Finalizadas","4 junho 2014  22:03","4 junho 2014  22:15","11 minutos 15 segundos","Sim","31","Feminino","Ensino Superior Completo","Divorciado (a)",NA,"Licenciada em matemática","Professor (a)",NA,"Professora de matemática","2","Evangélica",NA,"Sim","Sim","Comunidade",NA,"Para aquisição de conhecimento na área",NA,"Adequado 

 ","Flexível","Importante 

 ","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais. 

Sim, considero, porém, poderia estar me esforçando mais 

 ","Não","2","4","2","1","1","1","1","1","4","2","1","1","4","5","2","1","2","2","4","2","1","2","1","2","2","2","1","5","5","1","4","5","5","5","4","1","1","1","1"
